trade_date,expiry,spot_0930,atm,lot_size,entry_time,exit_time,slippage_per_order,gross_pnl,costs,net_pnl,leg_1,leg_2,leg_3,week
2021-07-01,2021-07-01,15717.95,15700,50,2021-07-01 09:30:00,2021-07-01 15:10:00,0.2,-317.5,141.77629760500002,-459.276297605,"{""side"":""CE"",""strike"":15900,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":2.2,""exit_price_raw"":0.1,""entry_price_exec"":2.4000000000000004,""exit_price_exec"":-0.1,""gross_pnl"":-210.0,""costs"":47.29254282000001}","{""side"":""PE"",""strike"":15500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.4,""exit_price_raw"":0.1,""entry_price_exec"":1.5999999999999999,""exit_price_exec"":-0.1,""gross_pnl"":-129.99999999999997,""costs"":47.25698010000001}","{""side"":""PE"",""strike"":15300,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":0.5,""exit_price_raw"":0.05,""entry_price_exec"":0.3,""exit_price_exec"":0.25,""gross_pnl"":22.5,""costs"":47.226774684999995}",2021-06-28/2021-07-04
2021-07-02,2021-07-08,15674.85,15650,50,2021-07-02 09:30:00,2021-07-02 15:10:00,0.2,-1440.0000000000002,149.3583361,-1589.3583361000003,"{""side"":""CE"",""strike"":15850,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":27.75,""exit_price_raw"":24.05,""entry_price_exec"":27.95,""exit_price_exec"":23.85,""gross_pnl"":-369.99999999999994,""costs"":51.81613612}","{""side"":""PE"",""strike"":15450,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":23.35,""exit_price_raw"":10.95,""entry_price_exec"":23.55,""exit_price_exec"":10.75,""gross_pnl"":-1240.0000000000002,""costs"":49.767501620000004}","{""side"":""PE"",""strike"":15250,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.1,""exit_price_raw"":3.7,""entry_price_exec"":6.8999999999999995,""exit_price_exec"":3.9000000000000004,""gross_pnl"":169.99999999999997,""costs"":47.77469836}",2021-06-28/2021-07-04
2021-07-05,2021-07-08,15805.5,15800,50,2021-07-05 09:30:00,2021-07-05 15:10:00,0.2,-545.0,145.43754431000002,-690.43754431,"{""side"":""CE"",""strike"":16000,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":10.0,""exit_price_raw"":8.65,""entry_price_exec"":10.2,""exit_price_exec"":8.450000000000001,""gross_pnl"":-134.99999999999994,""costs"":48.84870591000001}","{""side"":""PE"",""strike"":15600,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":13.25,""exit_price_raw"":8.75,""entry_price_exec"":13.45,""exit_price_exec"":8.55,""gross_pnl"":-450.00000000000006,""costs"":49.007324800000006}","{""side"":""PE"",""strike"":15400,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":4.4,""exit_price_raw"":3.6,""entry_price_exec"":4.2,""exit_price_exec"":3.8000000000000003,""gross_pnl"":40.000000000000014,""costs"":47.5815136}",2021-07-05/2021-07-11
2021-07-06,2021-07-08,15849.7,15850,50,2021-07-06 09:30:00,2021-07-06 15:10:00,0.2,-247.4999999999998,144.53842989499998,-392.0384298949998,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":5.0,""exit_price_raw"":3.6,""entry_price_exec"":5.2,""exit_price_exec"":3.4,""gross_pnl"":-139.99999999999997,""costs"":47.91209924}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":10.95,""exit_price_raw"":9.8,""entry_price_exec"":11.149999999999999,""exit_price_exec"":9.600000000000001,""gross_pnl"":-114.99999999999986,""costs"":49.053608049999994}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":4.15,""exit_price_raw"":4.0,""entry_price_exec"":3.95,""exit_price_exec"":4.2,""gross_pnl"":7.500000000000016,""costs"":47.572722604999996}",2021-07-05/2021-07-11
2021-07-07,2021-07-08,15841.2,15850,50,2021-07-07 09:30:00,2021-07-07 15:10:00,0.2,-540.0,143.28345043000002,-683.28345043,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":3.35,""exit_price_raw"":2.0,""entry_price_exec"":3.5500000000000003,""exit_price_exec"":1.8,""gross_pnl"":-135.0,""costs"":47.61242569}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":8.95,""exit_price_raw"":4.35,""entry_price_exec"":9.149999999999999,""exit_price_exec"":4.1499999999999995,""gross_pnl"":-460.0,""costs"":48.19378022}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.35,""exit_price_raw"":2.25,""entry_price_exec"":3.15,""exit_price_exec"":2.45,""gross_pnl"":55.0,""costs"":47.47724452}",2021-07-05/2021-07-11
2021-07-08,2021-07-08,15876.65,15900,50,2021-07-08 09:30:00,2021-07-08 15:10:00,0.2,-267.5,141.930682365,-409.430682365,"{""side"":""CE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":0.8,""exit_price_raw"":0.1,""entry_price_exec"":1.0,""exit_price_exec"":-0.1,""gross_pnl"":-70.00000000000001,""costs"":47.23030806}","{""side"":""PE"",""strike"":15700,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":3.2,""exit_price_raw"":0.7,""entry_price_exec"":3.4000000000000004,""exit_price_exec"":0.49999999999999994,""gross_pnl"":-250.0,""costs"":47.42186826000001}","{""side"":""PE"",""strike"":15500,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.2,""exit_price_raw"":0.15,""entry_price_exec"":1.0,""exit_price_exec"":0.35,""gross_pnl"":52.5,""costs"":47.278506045}",2021-07-05/2021-07-11
2021-07-09,2021-07-15,15655.0,15650,50,2021-07-09 09:30:00,2021-07-09 15:10:00,0.2,-1672.5,153.602764225,-1826.102764225,"{""side"":""CE"",""strike"":15850,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":33.8,""exit_price_raw"":34.8,""entry_price_exec"":34.0,""exit_price_exec"":34.599999999999994,""gross_pnl"":100.0,""costs"":53.60570324}","{""side"":""PE"",""strike"":15450,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":40.15,""exit_price_raw"":18.15,""entry_price_exec"":40.35,""exit_price_exec"":17.95,""gross_pnl"":-2200.0,""costs"":51.53278322}","{""side"":""PE"",""strike"":15250,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":15.75,""exit_price_raw"":7.2,""entry_price_exec"":15.55,""exit_price_exec"":7.4,""gross_pnl"":427.5,""costs"":48.464277765000006}",2021-07-05/2021-07-11
2021-07-12,2021-07-15,15772.15,15750,50,2021-07-12 09:30:00,2021-07-12 15:10:00,0.2,-150.0000000000003,147.31622352,-297.31622352000034,"{""side"":""CE"",""strike"":15950,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":17.05,""exit_price_raw"":7.75,""entry_price_exec"":17.25,""exit_price_exec"":7.55,""gross_pnl"":-930.0000000000001,""costs"":49.03479432}","{""side"":""PE"",""strike"":15550,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":12.8,""exit_price_raw"":20.4,""entry_price_exec"":13.0,""exit_price_exec"":20.2,""gross_pnl"":759.9999999999998,""costs"":50.63525288}","{""side"":""PE"",""strike"":15350,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":5.0,""exit_price_raw"":4.6,""entry_price_exec"":4.8,""exit_price_exec"":4.8,""gross_pnl"":20.000000000000018,""costs"":47.64617632}",2021-07-12/2021-07-18
2021-07-13,2021-07-15,15764.1,15750,50,2021-07-13 09:30:00,2021-07-13 15:10:00,0.2,-382.4999999999999,144.76111043499998,-527.2611104349999,"{""side"":""CE"",""strike"":15950,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":8.85,""exit_price_raw"":7.7,""entry_price_exec"":9.049999999999999,""exit_price_exec"":7.5,""gross_pnl"":-114.99999999999994,""costs"":48.663203769999996}","{""side"":""PE"",""strike"":15550,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":9.6,""exit_price_raw"":6.9,""entry_price_exec"":9.799999999999999,""exit_price_exec"":6.7,""gross_pnl"":-269.99999999999994,""costs"":48.5833811}","{""side"":""PE"",""strike"":15350,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.5,""exit_price_raw"":3.45,""entry_price_exec"":3.3,""exit_price_exec"":3.6500000000000004,""gross_pnl"":2.4999999999999893,""costs"":47.514525565}",2021-07-12/2021-07-18
2021-07-14,2021-07-15,15790.8,15800,50,2021-07-14 09:30:00,2021-07-14 15:10:00,0.2,-485.0000000000001,143.30083008999998,-628.3008300900001,"{""side"":""CE"",""strike"":16000,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":2.55,""exit_price_raw"":3.05,""entry_price_exec"":2.75,""exit_price_exec"":2.8499999999999996,""gross_pnl"":50.0,""costs"":47.725389039999996}","{""side"":""PE"",""strike"":15600,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":9.55,""exit_price_raw"":3.5,""entry_price_exec"":9.75,""exit_price_exec"":3.3,""gross_pnl"":-605.0000000000001,""costs"":48.10021687}","{""side"":""PE"",""strike"":15400,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.4,""exit_price_raw"":2.0,""entry_price_exec"":3.1999999999999997,""exit_price_exec"":2.2,""gross_pnl"":70.0,""costs"":47.47522418}",2021-07-12/2021-07-18
2021-07-15,2021-07-15,15886.5,15900,50,2021-07-15 09:30:00,2021-07-15 15:10:00,0.2,-340.0,141.87925302,-481.87925301999996,"{""side"":""CE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":0.95,""exit_price_raw"":0.1,""entry_price_exec"":1.15,""exit_price_exec"":-0.1,""gross_pnl"":-85.0,""costs"":47.236976070000004}","{""side"":""PE"",""strike"":15700,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":3.35,""exit_price_raw"":0.1,""entry_price_exec"":3.5500000000000003,""exit_price_exec"":-0.1,""gross_pnl"":-325.0,""costs"":47.34366423}","{""side"":""PE"",""strike"":15500,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.5,""exit_price_raw"":0.1,""entry_price_exec"":1.3,""exit_price_exec"":0.30000000000000004,""gross_pnl"":70.0,""costs"":47.298612719999994}",2021-07-12/2021-07-18
2021-07-16,2021-07-22,15957.8,15950,50,2021-07-16 09:30:00,2021-07-16 15:10:00,0.2,-997.5000000000002,148.441240955,-1145.9412409550002,"{""side"":""CE"",""strike"":16150,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":18.25,""exit_price_raw"":10.2,""entry_price_exec"":18.45,""exit_price_exec"":10.0,""gross_pnl"":-805.0000000000001,""costs"":49.43469923}","{""side"":""PE"",""strike"":15750,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":23.35,""exit_price_raw"":20.3,""entry_price_exec"":23.55,""exit_price_exec"":20.1,""gross_pnl"":-305.00000000000006,""costs"":51.09009091}","{""side"":""PE"",""strike"":15550,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":8.35,""exit_price_raw"":6.1,""entry_price_exec"":8.15,""exit_price_exec"":6.3,""gross_pnl"":112.5,""costs"":47.916450815000005}",2021-07-12/2021-07-18
2021-07-19,2021-07-22,15826.5,15850,50,2021-07-19 09:30:00,2021-07-19 15:10:00,0.2,297.50000000000006,148.413994485,149.08600551500007,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":10.4,""exit_price_raw"":6.15,""entry_price_exec"":10.6,""exit_price_exec"":5.95,""gross_pnl"":-425.00000000000006,""costs"":48.51285376999999}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":21.45,""exit_price_raw"":27.8,""entry_price_exec"":21.65,""exit_price_exec"":27.6,""gross_pnl"":635.0000000000001,""costs"":52.06652995}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.35,""exit_price_raw"":5.6,""entry_price_exec"":7.1499999999999995,""exit_price_exec"":5.8,""gross_pnl"":87.5,""costs"":47.834610765}",2021-07-19/2021-07-25
2021-07-20,2021-07-22,15692.25,15700,50,2021-07-20 09:30:00,2021-07-20 15:10:00,0.2,-405.0000000000001,145.17545974,-550.1754597400002,"{""side"":""CE"",""strike"":15900,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":9.1,""exit_price_raw"":5.1,""entry_price_exec"":9.299999999999999,""exit_price_exec"":4.8999999999999995,""gross_pnl"":-400.00000000000006,""costs"":48.30653828}","{""side"":""PE"",""strike"":15500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":11.75,""exit_price_raw"":11.45,""entry_price_exec"":11.95,""exit_price_exec"":11.25,""gross_pnl"":-30.00000000000007,""costs"":49.32256888}","{""side"":""PE"",""strike"":15300,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.95,""exit_price_raw"":3.45,""entry_price_exec"":3.75,""exit_price_exec"":3.6500000000000004,""gross_pnl"":25.0,""costs"":47.546352580000004}",2021-07-19/2021-07-25
2021-07-22,2021-07-22,15757.4,15750,50,2021-07-22 09:30:00,2021-07-22 15:10:00,0.2,-307.5,141.81832896499998,-449.318328965,"{""side"":""CE"",""strike"":15950,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.55,""exit_price_raw"":0.05,""entry_price_exec"":1.75,""exit_price_exec"":-0.15000000000000002,""gross_pnl"":-150.0,""costs"":47.25657544}","{""side"":""PE"",""strike"":15550,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":2.2,""exit_price_raw"":0.15,""entry_price_exec"":2.4000000000000004,""exit_price_exec"":-0.05000000000000002,""gross_pnl"":-205.00000000000003,""costs"":47.29961549}","{""side"":""PE"",""strike"":15350,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.0,""exit_price_raw"":0.05,""entry_price_exec"":0.8,""exit_price_exec"":0.25,""gross_pnl"":47.5,""costs"":47.26213803499999}",2021-07-19/2021-07-25
2021-07-23,2021-07-29,15852.4,15850,50,2021-07-23 09:30:00,2021-07-23 15:10:00,0.2,-410.00000000000034,148.96553346,-558.9655334600003,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":15.15,""exit_price_raw"":13.45,""entry_price_exec"":15.35,""exit_price_exec"":13.25,""gross_pnl"":-170.00000000000009,""costs"":49.75661724}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":24.1,""exit_price_raw"":21.65,""entry_price_exec"":24.3,""exit_price_exec"":21.45,""gross_pnl"":-245.00000000000028,""costs"":51.31439304999999}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.6,""exit_price_raw"":7.5,""entry_price_exec"":7.3999999999999995,""exit_price_exec"":7.7,""gross_pnl"":4.9999999999999805,""costs"":47.89452317000001}",2021-07-19/2021-07-25
2021-07-26,2021-07-29,15866.85,15850,50,2021-07-26 09:30:00,2021-07-26 15:10:00,0.2,-1095.0000000000002,147.22971212,-1242.2297121200002,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":13.1,""exit_price_raw"":6.6,""entry_price_exec"":13.299999999999999,""exit_price_exec"":6.3999999999999995,""gross_pnl"":-650.0,""costs"":48.696531979999996}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":23.1,""exit_price_raw"":17.7,""entry_price_exec"":23.3,""exit_price_exec"":17.5,""gross_pnl"":-540.0000000000002,""costs"":50.71119872}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.25,""exit_price_raw"":5.35,""entry_price_exec"":7.05,""exit_price_exec"":5.55,""gross_pnl"":95.00000000000003,""costs"":47.82198142}",2021-07-26/2021-08-01
2021-07-27,2021-07-29,15868.4,15850,50,2021-07-27 09:30:00,2021-07-27 15:10:00,0.2,1294.9999999999998,147.1061052,1147.8938947999998,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":6.85,""exit_price_raw"":3.5,""entry_price_exec"":7.05,""exit_price_exec"":3.3,""gross_pnl"":-334.99999999999994,""costs"":47.980192689999996}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":11.0,""exit_price_raw"":27.4,""entry_price_exec"":11.2,""exit_price_exec"":27.2,""gross_pnl"":1639.9999999999998,""costs"":51.54541055999999}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":4.15,""exit_price_raw"":4.35,""entry_price_exec"":3.95,""exit_price_exec"":4.55,""gross_pnl"":-9.999999999999964,""costs"":47.58050195}",2021-07-26/2021-08-01
2021-07-28,2021-07-29,15686.25,15700,50,2021-07-28 09:30:00,2021-07-28 15:10:00,0.2,-847.5000000000001,144.01039872500002,-991.5103987250002,"{""side"":""CE"",""strike"":15900,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":6.75,""exit_price_raw"":3.85,""entry_price_exec"":6.95,""exit_price_exec"":3.65,""gross_pnl"":-290.0,""costs"":48.025256039999995}","{""side"":""PE"",""strike"":15500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":12.05,""exit_price_raw"":5.65,""entry_price_exec"":12.25,""exit_price_exec"":5.45,""gross_pnl"":-640.0000000000001,""costs"":48.51547518000001}","{""side"":""PE"",""strike"":15300,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.4,""exit_price_raw"":1.75,""entry_price_exec"":3.1999999999999997,""exit_price_exec"":1.95,""gross_pnl"":82.5,""costs"":47.469667505000004}",2021-07-26/2021-08-01
2021-07-29,2021-07-29,15748.85,15750,50,2021-07-29 09:30:00,2021-07-29 15:10:00,0.2,-365.0,141.88107103,-506.88107103,"{""side"":""CE"",""strike"":15950,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.4,""exit_price_raw"":0.05,""entry_price_exec"":1.5999999999999999,""exit_price_exec"":-0.15000000000000002,""gross_pnl"":-135.0,""costs"":47.24990743}","{""side"":""PE"",""strike"":15550,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":3.1,""exit_price_raw"":0.2,""entry_price_exec"":3.3000000000000003,""exit_price_exec"":0.0,""gross_pnl"":-290.0,""costs"":47.34669622}","{""side"":""PE"",""strike"":15350,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.3,""exit_price_raw"":0.1,""entry_price_exec"":1.1,""exit_price_exec"":0.30000000000000004,""gross_pnl"":60.0,""costs"":47.284467379999995}",2021-07-26/2021-08-01
2021-07-30,2021-08-05,15782.2,15800,50,2021-07-30 09:30:00,2021-07-30 15:10:00,0.2,-572.5,151.13851707499998,-723.638517075,"{""side"":""CE"",""strike"":16000,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":14.2,""exit_price_raw"":9.7,""entry_price_exec"":14.399999999999999,""exit_price_exec"":9.5,""gross_pnl"":-450.00000000000006,""costs"":49.183936259999996}","{""side"":""PE"",""strike"":15600,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":36.5,""exit_price_raw"":33.75,""entry_price_exec"":36.7,""exit_price_exec"":33.55,""gross_pnl"":-275.0,""costs"":53.577201349999996}","{""side"":""PE"",""strike"":15400,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":13.5,""exit_price_raw"":10.45,""entry_price_exec"":13.3,""exit_price_exec"":10.649999999999999,""gross_pnl"":152.50000000000003,""costs"":48.377379465}",2021-07-26/2021-08-01
2021-08-02,2021-08-05,15865.0,15850,50,2021-08-02 09:30:00,2021-08-02 15:10:00,0.2,-362.49999999999983,146.392847265,-508.89284726499983,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":8.7,""exit_price_raw"":8.65,""entry_price_exec"":8.899999999999999,""exit_price_exec"":8.450000000000001,""gross_pnl"":-4.999999999999893,""costs"":48.79091649}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":17.7,""exit_price_raw"":13.5,""entry_price_exec"":17.9,""exit_price_exec"":13.3,""gross_pnl"":-419.99999999999994,""costs"":49.87704608}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":6.05,""exit_price_raw"":4.8,""entry_price_exec"":5.85,""exit_price_exec"":5.0,""gross_pnl"":62.5,""costs"":47.724884695}",2021-08-02/2021-08-08
2021-08-03,2021-08-05,15932.6,15950,50,2021-08-03 09:30:00,2021-08-03 15:10:00,0.2,3197.5,151.461121995,3046.038878005,"{""side"":""CE"",""strike"":16150,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":4.4,""exit_price_raw"":46.8,""entry_price_exec"":4.6000000000000005,""exit_price_exec"":46.599999999999994,""gross_pnl"":4240.0,""costs"":53.99621408}","{""side"":""PE"",""strike"":15750,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":20.95,""exit_price_raw"":11.1,""entry_price_exec"":21.15,""exit_price_exec"":10.9,""gross_pnl"":-985.0,""costs"":49.68203147}","{""side"":""PE"",""strike"":15550,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":6.1,""exit_price_raw"":7.25,""entry_price_exec"":5.8999999999999995,""exit_price_exec"":7.45,""gross_pnl"":-57.500000000000014,""costs"":47.78287644500001}",2021-08-02/2021-08-08
2021-08-04,2021-08-05,16243.2,16250,50,2021-08-04 09:30:00,2021-08-04 15:10:00,0.2,-1650.0,144.59952076,-1794.59952076,"{""side"":""CE"",""strike"":16450,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":10.9,""exit_price_raw"":2.25,""entry_price_exec"":11.1,""exit_price_exec"":2.05,""gross_pnl"":-865.0000000000001,""costs"":47.98341221}","{""side"":""PE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":16.0,""exit_price_raw"":6.1,""entry_price_exec"":16.2,""exit_price_exec"":5.8999999999999995,""gross_pnl"":-990.0,""costs"":48.75472013999999}","{""side"":""PE"",""strike"":15850,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":8.2,""exit_price_raw"":4.1,""entry_price_exec"":7.999999999999999,""exit_price_exec"":4.3,""gross_pnl"":205.0,""costs"":47.86138841}",2021-08-02/2021-08-08
2021-08-05,2021-08-05,16231.55,16250,50,2021-08-05 09:30:00,2021-08-05 15:10:00,0.2,-500.0,142.07121788,-642.07121788,"{""side"":""CE"",""strike"":16450,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.15,""exit_price_raw"":0.05,""entry_price_exec"":1.3499999999999999,""exit_price_exec"":-0.15000000000000002,""gross_pnl"":-110.0,""costs"":47.23879408}","{""side"":""PE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":5.4,""exit_price_raw"":0.2,""entry_price_exec"":5.6000000000000005,""exit_price_exec"":0.0,""gross_pnl"":-520.0,""costs"":47.44893904}","{""side"":""PE"",""strike"":15850,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":2.7,""exit_price_raw"":0.1,""entry_price_exec"":2.5,""exit_price_exec"":0.30000000000000004,""gross_pnl"":130.0,""costs"":47.38348476}",2021-08-02/2021-08-08
2021-08-06,2021-08-12,16315.9,16300,50,2021-08-06 09:30:00,2021-08-06 15:10:00,0.2,-1455.0000000000002,153.53861177,-1608.5386117700002,"{""side"":""CE"",""strike"":16500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":28.4,""exit_price_raw"":11.5,""entry_price_exec"":28.599999999999998,""exit_price_exec"":11.3,""gross_pnl"":-1689.9999999999998,""costs"":50.069790659999995}","{""side"":""PE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":39.7,""exit_price_raw"":40.4,""entry_price_exec"":39.900000000000006,""exit_price_exec"":40.199999999999996,""gross_pnl"":69.99999999999957,""costs"":54.66011734}","{""side"":""PE"",""strike"":15900,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":18.2,""exit_price_raw"":14.9,""entry_price_exec"":18.0,""exit_price_exec"":15.1,""gross_pnl"":164.99999999999994,""costs"":48.80870377}",2021-08-02/2021-08-08
2021-08-09,2021-08-12,16287.6,16300,50,2021-08-09 09:30:00,2021-08-09 15:10:00,0.2,-837.5,148.026187935,-985.526187935,"{""side"":""CE"",""strike"":16500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":13.15,""exit_price_raw"":8.55,""entry_price_exec"":13.35,""exit_price_exec"":8.350000000000001,""gross_pnl"":-460.0,""costs"":48.974588780000005}","{""side"":""PE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":24.65,""exit_price_raw"":20.15,""entry_price_exec"":24.849999999999998,""exit_price_exec"":19.95,""gross_pnl"":-450.00000000000006,""costs"":51.12666232}","{""side"":""PE"",""strike"":15900,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":8.25,""exit_price_raw"":6.8,""entry_price_exec"":8.05,""exit_price_exec"":7.0,""gross_pnl"":72.50000000000001,""costs"":47.924936835}",2021-08-09/2021-08-15
2021-08-10,2021-08-12,16319.3,16300,50,2021-08-10 09:30:00,2021-08-10 15:10:00,0.2,-804.9999999999999,145.21384324000002,-950.21384324,"{""side"":""CE"",""strike"":16500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":8.7,""exit_price_raw"":5.4,""entry_price_exec"":8.899999999999999,""exit_price_exec"":5.2,""gross_pnl"":-329.9999999999999,""costs"":48.33119294}","{""side"":""PE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":15.2,""exit_price_raw"":9.5,""entry_price_exec"":15.399999999999999,""exit_price_exec"":9.3,""gross_pnl"":-570.0,""costs"":49.20009898}","{""side"":""PE"",""strike"":15900,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":5.75,""exit_price_raw"":3.85,""entry_price_exec"":5.55,""exit_price_exec"":4.05,""gross_pnl"":95.0,""costs"":47.68255132}",2021-08-09/2021-08-15
