trade_date,expiry,spot_0930,atm,lot_size,entry_time,exit_time,gross_pnl_raw,slippage_cost,transaction_costs,total_costs,gross_pnl,net_pnl,legs,week
2021-07-15,2021-07-15,15886.5,15900,50,2021-07-15 09:30:00,2021-07-15 15:10:00,-340.0,140.0,141.91562506000002,281.91562506,-480.0,-621.91562506,"[{""side"":""CE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":0.95,""exit_price_raw"":0.1,""entry_price_exec"":1.35,""exit_price_exec"":0.0,""raw_pnl"":-85.0,""execution_pnl"":-135.0,""slippage_cost"":50.0,""transaction_costs"":47.260012090000004},{""side"":""PE"",""strike"":15700,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":3.35,""exit_price_raw"":0.1,""entry_price_exec"":3.75,""exit_price_exec"":0.0,""raw_pnl"":-325.0,""execution_pnl"":-375.0,""slippage_cost"":50.0,""transaction_costs"":47.36670025},{""side"":""PE"",""strike"":15500,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.5,""exit_price_raw"":0.1,""entry_price_exec"":1.1,""exit_price_exec"":0.5,""raw_pnl"":70.0,""execution_pnl"":30.000000000000004,""slippage_cost"":40.0,""transaction_costs"":47.28891272}]",2021-07-12/2021-07-18
2021-07-16,2021-07-22,15957.8,15950,50,2021-07-16 09:30:00,2021-07-16 15:10:00,-997.5000000000002,199.99999999999963,148.39274095499997,348.39274095499957,-1197.4999999999998,-1345.8927409549997,"[{""side"":""CE"",""strike"":16150,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":18.25,""exit_price_raw"":10.2,""entry_price_exec"":18.65,""exit_price_exec"":9.799999999999999,""raw_pnl"":-805.0000000000001,""execution_pnl"":-885.0,""slippage_cost"":79.99999999999989,""transaction_costs"":49.415299229999995},{""side"":""PE"",""strike"":15750,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":23.35,""exit_price_raw"":20.3,""entry_price_exec"":23.75,""exit_price_exec"":19.900000000000002,""raw_pnl"":-305.00000000000006,""execution_pnl"":-384.9999999999998,""slippage_cost"":79.99999999999972,""transaction_costs"":51.070690909999996},{""side"":""PE"",""strike"":15550,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":8.35,""exit_price_raw"":6.1,""entry_price_exec"":7.949999999999999,""exit_price_exec"":6.5,""raw_pnl"":112.5,""execution_pnl"":72.49999999999997,""slippage_cost"":40.00000000000003,""transaction_costs"":47.906750814999995}]",2021-07-12/2021-07-18
2021-07-19,2021-07-22,15826.5,15850,50,2021-07-19 09:30:00,2021-07-19 15:10:00,297.5000000000001,199.99999999999974,148.365494485,348.3654944849998,97.50000000000037,-50.86549448499963,"[{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":10.4,""exit_price_raw"":6.15,""entry_price_exec"":10.8,""exit_price_exec"":5.75,""raw_pnl"":-425.0,""execution_pnl"":-505.00000000000006,""slippage_cost"":80.00000000000006,""transaction_costs"":48.49345377},{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":21.45,""exit_price_raw"":27.8,""entry_price_exec"":21.849999999999998,""exit_price_exec"":27.400000000000002,""raw_pnl"":635.0000000000001,""execution_pnl"":555.0000000000005,""slippage_cost"":79.99999999999966,""transaction_costs"":52.04712995},{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.35,""exit_price_raw"":5.6,""entry_price_exec"":6.949999999999999,""exit_price_exec"":6.0,""raw_pnl"":87.5,""execution_pnl"":47.499999999999964,""slippage_cost"":40.000000000000036,""transaction_costs"":47.824910765}]",2021-07-19/2021-07-25
2021-07-20,2021-07-22,15692.25,15700,50,2021-07-20 09:30:00,2021-07-20 15:10:00,-405.00000000000006,200.0000000000001,145.12695974000002,345.12695974000013,-605.0000000000002,-750.1269597400003,"[{""side"":""CE"",""strike"":15900,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":9.1,""exit_price_raw"":5.1,""entry_price_exec"":9.5,""exit_price_exec"":4.699999999999999,""raw_pnl"":-400.0,""execution_pnl"":-480.00000000000006,""slippage_cost"":80.00000000000006,""transaction_costs"":48.28713828},{""side"":""PE"",""strike"":15500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":11.75,""exit_price_raw"":11.45,""entry_price_exec"":12.15,""exit_price_exec"":11.049999999999999,""raw_pnl"":-30.00000000000007,""execution_pnl"":-110.00000000000014,""slippage_cost"":80.00000000000007,""transaction_costs"":49.30316888},{""side"":""PE"",""strike"":15300,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.95,""exit_price_raw"":3.45,""entry_price_exec"":3.5500000000000003,""exit_price_exec"":3.85,""raw_pnl"":25.0,""execution_pnl"":-14.999999999999991,""slippage_cost"":39.99999999999999,""transaction_costs"":47.536652579999995}]",2021-07-19/2021-07-25
2021-07-22,2021-07-22,15757.4,15750,50,2021-07-22 09:30:00,2021-07-22 15:10:00,-307.5,140.0,141.85470100499998,281.854701005,-447.5,-589.3547010049999,"[{""side"":""CE"",""strike"":15950,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.55,""exit_price_raw"":0.05,""entry_price_exec"":1.9500000000000002,""exit_price_exec"":0.0,""raw_pnl"":-150.0,""execution_pnl"":-195.00000000000003,""slippage_cost"":45.00000000000003,""transaction_costs"":47.28668413},{""side"":""PE"",""strike"":15550,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":2.2,""exit_price_raw"":0.15,""entry_price_exec"":2.6,""exit_price_exec"":0.0,""raw_pnl"":-205.00000000000003,""execution_pnl"":-260.0,""slippage_cost"":54.99999999999997,""transaction_costs"":47.31557884},{""side"":""PE"",""strike"":15350,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.0,""exit_price_raw"":0.05,""entry_price_exec"":0.6,""exit_price_exec"":0.45,""raw_pnl"":47.5,""execution_pnl"":7.499999999999998,""slippage_cost"":40.0,""transaction_costs"":47.252438035}]",2021-07-19/2021-07-25
2021-07-23,2021-07-29,15852.4,15850,50,2021-07-23 09:30:00,2021-07-23 15:10:00,-410.0000000000004,199.99999999999983,148.91703346,348.91703345999986,-610.0000000000002,-758.9170334600002,"[{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":15.15,""exit_price_raw"":13.45,""entry_price_exec"":15.55,""exit_price_exec"":13.049999999999999,""raw_pnl"":-170.0000000000001,""execution_pnl"":-250.00000000000017,""slippage_cost"":80.00000000000006,""transaction_costs"":49.73721723999999},{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":24.1,""exit_price_raw"":21.65,""entry_price_exec"":24.5,""exit_price_exec"":21.25,""raw_pnl"":-245.00000000000028,""execution_pnl"":-325.0,""slippage_cost"":79.99999999999972,""transaction_costs"":51.29499305},{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.6,""exit_price_raw"":7.5,""entry_price_exec"":7.199999999999999,""exit_price_exec"":7.9,""raw_pnl"":4.999999999999982,""execution_pnl"":-35.00000000000006,""slippage_cost"":40.00000000000004,""transaction_costs"":47.88482317}]",2021-07-19/2021-07-25
2021-07-26,2021-07-29,15866.85,15850,50,2021-07-26 09:30:00,2021-07-26 15:10:00,-1095.0000000000002,199.9999999999998,147.18121212,347.1812121199998,-1295.0,-1442.18121212,"[{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":13.1,""exit_price_raw"":6.6,""entry_price_exec"":13.5,""exit_price_exec"":6.199999999999999,""raw_pnl"":-650.0,""execution_pnl"":-730.0000000000001,""slippage_cost"":80.00000000000011,""transaction_costs"":48.677131980000006},{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":23.1,""exit_price_raw"":17.7,""entry_price_exec"":23.5,""exit_price_exec"":17.3,""raw_pnl"":-540.0000000000002,""execution_pnl"":-619.9999999999999,""slippage_cost"":79.99999999999966,""transaction_costs"":50.691798719999994},{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.25,""exit_price_raw"":5.35,""entry_price_exec"":6.85,""exit_price_exec"":5.75,""raw_pnl"":95.00000000000001,""execution_pnl"":54.999999999999986,""slippage_cost"":40.00000000000003,""transaction_costs"":47.81228142}]",2021-07-26/2021-08-01
2021-07-27,2021-07-29,15868.4,15850,50,2021-07-27 09:30:00,2021-07-27 15:10:00,1294.9999999999998,199.9999999999999,147.0576052,347.0576051999999,1095.0,947.9423948,"[{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":6.85,""exit_price_raw"":3.5,""entry_price_exec"":7.25,""exit_price_exec"":3.1,""raw_pnl"":-334.99999999999994,""execution_pnl"":-415.00000000000006,""slippage_cost"":80.00000000000011,""transaction_costs"":47.96079269},{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":11.0,""exit_price_raw"":27.4,""entry_price_exec"":11.4,""exit_price_exec"":27.0,""raw_pnl"":1639.9999999999998,""execution_pnl"":1560.0,""slippage_cost"":79.99999999999977,""transaction_costs"":51.52601056},{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":4.15,""exit_price_raw"":4.35,""entry_price_exec"":3.7500000000000004,""exit_price_exec"":4.75,""raw_pnl"":-9.999999999999964,""execution_pnl"":-49.99999999999998,""slippage_cost"":40.000000000000014,""transaction_costs"":47.57080195}]",2021-07-26/2021-08-01
2021-07-28,2021-07-29,15686.25,15700,50,2021-07-28 09:30:00,2021-07-28 15:10:00,-847.5,200.0000000000001,143.96189872499997,343.9618987250001,-1047.5,-1191.461898725,"[{""side"":""CE"",""strike"":15900,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":6.75,""exit_price_raw"":3.85,""entry_price_exec"":7.15,""exit_price_exec"":3.45,""raw_pnl"":-290.0,""execution_pnl"":-370.0,""slippage_cost"":80.0,""transaction_costs"":48.00585604},{""side"":""PE"",""strike"":15500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":12.05,""exit_price_raw"":5.65,""entry_price_exec"":12.450000000000001,""exit_price_exec"":5.25,""raw_pnl"":-640.0,""execution_pnl"":-720.0000000000001,""slippage_cost"":80.00000000000011,""transaction_costs"":48.49607518},{""side"":""PE"",""strike"":15300,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.4,""exit_price_raw"":1.75,""entry_price_exec"":3.0,""exit_price_exec"":2.15,""raw_pnl"":82.5,""execution_pnl"":42.50000000000001,""slippage_cost"":39.99999999999999,""transaction_costs"":47.459967504999995}]",2021-07-26/2021-08-01
2021-07-29,2021-07-29,15748.85,15750,50,2021-07-29 09:30:00,2021-07-29 15:10:00,-365.0,144.99999999999997,141.91037040000003,286.91037040000003,-510.0,-651.9103704,"[{""side"":""CE"",""strike"":15950,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.4,""exit_price_raw"":0.05,""entry_price_exec"":1.7999999999999998,""exit_price_exec"":0.0,""raw_pnl"":-135.0,""execution_pnl"":-179.99999999999997,""slippage_cost"":44.99999999999997,""transaction_costs"":47.280016120000006},{""side"":""PE"",""strike"":15550,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":3.1,""exit_price_raw"":0.2,""entry_price_exec"":3.5,""exit_price_exec"":0.0,""raw_pnl"":-290.0,""execution_pnl"":-350.0,""slippage_cost"":60.0,""transaction_costs"":47.355586900000006},{""side"":""PE"",""strike"":15350,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.3,""exit_price_raw"":0.1,""entry_price_exec"":0.9,""exit_price_exec"":0.5,""raw_pnl"":60.0,""execution_pnl"":20.0,""slippage_cost"":40.0,""transaction_costs"":47.27476738}]",2021-07-26/2021-08-01
2021-07-30,2021-08-05,15782.2,15800,50,2021-07-30 09:30:00,2021-07-30 15:10:00,-572.5,199.99999999999986,151.09001707500002,351.0900170749999,-772.4999999999998,-923.5900170749998,"[{""side"":""CE"",""strike"":16000,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":14.2,""exit_price_raw"":9.7,""entry_price_exec"":14.6,""exit_price_exec"":9.299999999999999,""raw_pnl"":-450.0,""execution_pnl"":-530.0000000000001,""slippage_cost"":80.00000000000011,""transaction_costs"":49.164536260000006},{""side"":""PE"",""strike"":15600,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":36.5,""exit_price_raw"":33.75,""entry_price_exec"":36.9,""exit_price_exec"":33.35,""raw_pnl"":-275.0,""execution_pnl"":-354.9999999999997,""slippage_cost"":79.99999999999972,""transaction_costs"":53.55780135},{""side"":""PE"",""strike"":15400,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":13.5,""exit_price_raw"":10.45,""entry_price_exec"":13.1,""exit_price_exec"":10.85,""raw_pnl"":152.50000000000003,""execution_pnl"":112.5,""slippage_cost"":40.00000000000003,""transaction_costs"":48.367679465}]",2021-07-26/2021-08-01
2021-08-02,2021-08-05,15865.0,15850,50,2021-08-02 09:30:00,2021-08-02 15:10:00,-362.49999999999983,200.0,146.34434726499998,346.344347265,-562.4999999999998,-708.8443472649998,"[{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":8.7,""exit_price_raw"":8.65,""entry_price_exec"":9.1,""exit_price_exec"":8.25,""raw_pnl"":-4.999999999999893,""execution_pnl"":-84.99999999999997,""slippage_cost"":80.00000000000009,""transaction_costs"":48.771516489999996},{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":17.7,""exit_price_raw"":13.5,""entry_price_exec"":18.099999999999998,""exit_price_exec"":13.1,""raw_pnl"":-419.99999999999994,""execution_pnl"":-499.99999999999983,""slippage_cost"":79.99999999999989,""transaction_costs"":49.857646079999995},{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":6.05,""exit_price_raw"":4.8,""entry_price_exec"":5.6499999999999995,""exit_price_exec"":5.2,""raw_pnl"":62.5,""execution_pnl"":22.499999999999964,""slippage_cost"":40.000000000000036,""transaction_costs"":47.715184695}]",2021-08-02/2021-08-08
